question_id,statement,human_labels,alternative_label,jaccard_distance,consensus_status,filter_reason,models_supporting_alternative_label,supporting_model_count
107,And yet… CO2 levels were the same then as they are now…,false dilemma,faulty generalization,0.5787499961753686,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-pro-non; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,8
109,"Much of recent global warming has been fabricated by climate scientists to make it look more frightening , a study has found .",fallacy of credibility; faulty generalization,appeal to emotion,0.6431944413731495,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,7
109,"Much of recent global warming has been fabricated by climate scientists to make it look more frightening , a study has found .",fallacy of credibility; faulty generalization,ad hominem,0.6431944413731495,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; qwen_qwen3-235b-a22b-2507,6
109,"Much of recent global warming has been fabricated by climate scientists to make it look more frightening , a study has found .",fallacy of credibility; faulty generalization,false causality,0.6431944413731495,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-thinking; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
110,"If the atmosphere comprised 85,000 molecules , the total carbon dioxide emissions added annually would be 33 molecules , of which only one molecule would be from human emissions and the other 32 from natural emissions .",faulty generalization,fallacy of relevance,0.7609722192088763,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; x-ai/grok-4-fast-thinking,9
110,"If the atmosphere comprised 85,000 molecules , the total carbon dioxide emissions added annually would be 33 molecules , of which only one molecule would be from human emissions and the other 32 from natural emissions .",faulty generalization,false causality,0.7609722192088763,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
111,"The impact of humans on Earth is unparalleled , with scientists arguing our actions have tipped the planet into a new era - the Anthropocene - with fallout from nuclear bombs now written into the rocks beneath our feet , and species facing extinction at 1,000 times the usual rate .",faulty generalization; intentional,appeal to emotion,0.6305555507540703,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,10
111,"The impact of humans on Earth is unparalleled , with scientists arguing our actions have tipped the planet into a new era - the Anthropocene - with fallout from nuclear bombs now written into the rocks beneath our feet , and species facing extinction at 1,000 times the usual rate .",faulty generalization; intentional,false causality,0.6305555507540703,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b,6
112,"But as the pathbreaking work by Rosamond Naylor and David Battisti has shown , the tropics are already too hot to efficiently grow grain , and those places where grain is produced today are already at optimal growing temperature — which means even a small warming will push them down the slope of declining productivity .",faulty generalization,false causality,0.6001388827959696,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
113,"The analysis , published by the Breakthrough National Centre for Climate Restoration , a think-tank in Melbourne , Australia , describes climate change as “ a near- to mid-term existential threat to human civilization ” and sets out a plausible scenario of where business-as-usual could lead over the next 30 years .",faulty generalization,appeal to emotion,0.7069444412986438,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
113,"The analysis , published by the Breakthrough National Centre for Climate Restoration , a think-tank in Melbourne , Australia , describes climate change as “ a near- to mid-term existential threat to human civilization ” and sets out a plausible scenario of where business-as-usual could lead over the next 30 years .",faulty generalization,false causality,0.7069444412986438,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,5
115,"Two years ago , a polar bear made it to the Summit Station , which was unusual since polar bears live in coastal regions where they can easily find food .",faulty generalization,false causality,0.6902777761220932,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,7
116,"He found convincing evidence that climate change was not leading to higher rates of weather-related damages worldwide , once you correct for increasing population and wealth .",faulty generalization,false causality,0.6897222186128299,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
118,"Severe storms , floods and agricultural losses may cost a great deal of money , but such extreme weather events – and their resulting costs – are dramatically declining as the Earth modestly warms . Accordingly , EDF ’ s asserted economic costs are actually economic benefits .",intentional,false causality,0.6970833295335372,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
118,"Severe storms , floods and agricultural losses may cost a great deal of money , but such extreme weather events – and their resulting costs – are dramatically declining as the Earth modestly warms . Accordingly , EDF ’ s asserted economic costs are actually economic benefits .",intentional,equivocation,0.6970833295335372,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b,9
118,"Severe storms , floods and agricultural losses may cost a great deal of money , but such extreme weather events – and their resulting costs – are dramatically declining as the Earth modestly warms . Accordingly , EDF ’ s asserted economic costs are actually economic benefits .",intentional,faulty generalization,0.6970833295335372,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,8
119,Scientists are also expecting a “ huge reduction ” in solar activity for 33 years between 2020 and 2053 that will cause thermometers to crash .,intentional,false causality,0.7341666626433532,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
119,Scientists are also expecting a “ huge reduction ” in solar activity for 33 years between 2020 and 2053 that will cause thermometers to crash .,intentional,appeal to emotion,0.7341666626433532,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; x-ai_grok-4-fast,7
119,Scientists are also expecting a “ huge reduction ” in solar activity for 33 years between 2020 and 2053 that will cause thermometers to crash .,intentional,faulty generalization,0.7341666626433532,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; gemini-pro-non; openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
120,Ever since December temperatures in the Arctic have consistently been lower than minus 20 C.,intentional,faulty generalization,0.655555554976066,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
122,President Trump has claimed that scientists stopped referring to global warming and started calling it climate change because “ the weather has been so cold ” in winter .,fallacy of relevance; intentional,false causality,0.588749994089206,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,15
122,President Trump has claimed that scientists stopped referring to global warming and started calling it climate change because “ the weather has been so cold ” in winter .,fallacy of relevance; intentional,faulty generalization,0.588749994089206,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
123,"As recently as 1995 , it was thought to be stable .",intentional,faulty generalization,0.7841666656235854,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-oss-120b; x-ai_grok-4-fast,6
125,"On our current trajectory , the report warns , “ planetary and human systems [ are ] reaching a ‘ point of no return ’ by mid-century , in which the prospect of a largely uninhabitable Earth leads to the breakdown of nations and the international order . ”",appeal to emotion; intentional,false causality,0.6270833281179269,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,9
127,"Just as in Gore ’ s movie An Inconvenient Truth , weather disasters that have always occurred have been repurposed to support the climate change narrative , with the claim those disasters are getting worse .",intentional,fallacy of extension,0.7777777752528588,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,10
127,"Just as in Gore ’ s movie An Inconvenient Truth , weather disasters that have always occurred have been repurposed to support the climate change narrative , with the claim those disasters are getting worse .",intentional,false causality,0.7777777752528588,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,7
127,"Just as in Gore ’ s movie An Inconvenient Truth , weather disasters that have always occurred have been repurposed to support the climate change narrative , with the claim those disasters are getting worse .",intentional,faulty generalization,0.7777777752528588,filtered_out_high_disagreement,Standard_Jaccard_Distance > 0.5566,deepseek/deepseek-chat-v3.1; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,6
